,question,turn_nr,reference_response,reference_length,ref_know_nr,reference_domain,reference_doc_type,prediction_response,prediction_length,pred_know_nr,prediction_domain,prediction_doc_type,bleu,meteor,rouge1,rouge2,rougeL,dialogue_act_history
1591,Which one is known for having a better atmosphere?,3,The Anatolia is regarded as having a relaxing atmosphere whereas the Efes Restaurant lacks an enjoyable ambiance.,113,2,restaurant,review,The Efes Restaurant has a nice place to relax on a pleasant night while Anatolia has a lack of atmosphere.,106,3,restaurant,review,0.04968018039415939,0.23783775183064268,0.4324324324324324,0.11428571428571428,0.2162162162162162,"['opinion', 'statement', 'opinion']"
1592,Is it a quiet place?,3,"Yes, you don't need to worry about loud patrons and can relax and enjoy the peace and quiet. Do you have any other questions?",125,3,hotel,review,"Yes, the Acorn Guest House is a quiet place to stay. Past guests have said that they were not disturbed by any loud or disruptive patrons.",138,3,hotel,review,0.03848169719653079,0.18620014701536444,0.3137254901960784,0.0,0.19607843137254902,"['statement', 'statement', 'open_question_opinion']"
1593,Do they have excellent service?,3,"Yes, they do seem to have excellent service. Past guests have referred to it as really good and superb.",103,3,restaurant,review,"Yes, they do have excellent service at Chiquito Restaurant Bar. Past guests have described it as friendly, world-class, and superb.",131,3,restaurant,review,0.2888005637508866,0.34584530259010937,0.6500000000000001,0.4210526315789474,0.6500000000000001,"['opinion', 'opinion', 'yes_no_question']"
1594,Does this place offer stable wifi?,5,"Yes, the free WiFi at Allenbell is fast and reliable, per guests. Should I check on room availability for you?",110,4,hotel,review,"Yes, the Allenbell does offer stable Wi-Fi. Past guests have described it as fast, reliable, and superb.",104,5,hotel,review,0.08778798993575986,0.19495683401139763,0.36842105263157887,0.05555555555555555,0.2631578947368421,"['opinion', 'statement', 'statement', 'opinion', 'open_question_opinion']"
1595,Is the room really clean?,9,Some of the reviews say that the room was very clean. One of the reviewers said that it was so dirty that they did not feel comfortable sitting down.,149,3,hotel,review,"The Cambridge Belfry has clean rooms according to most guests, but one person did say that they felt uncomfortable using the bathroom for fear of germs.",152,3,hotel,review,0.040352194595142506,0.13133012494427804,0.3636363636363637,0.07547169811320756,0.18181818181818185,"['statement', 'statement', 'statement', 'statement', 'statement', 'command', 'yes_no_question', 'statement', 'yes_no_question']"
1596,Does it mention having clean rooms?,9,"The Kirkwood House gets stellar reviews for cleanliness with guests saying both the rooms and the bathrooms were neat, clean, and even pristine. Would you like to know more about them?",184,3,hotel,review,"The Kirkwood house has clean rooms according to most guests, but one person did complain about the cleanliness of the bathroom.",127,4,hotel,review,0.030590349409245935,0.18778951469449132,0.4615384615384615,0.12,0.2692307692307692,"['statement', 'statement', 'opinion', 'command', 'statement', 'statement', 'command', 'statement', 'open_question_factual']"
1597,Does the Ashley Hotel have big rooms to stay in?,5,"Most people said the rooms at the Ashley Hotel are big, but one did say they were small. Do you want to book a room.",116,4,hotel,review,"Yes, the Ashley Hotel does have large rooms to stay in. Past guests have described them as ample and comfortable.",113,6,hotel,review,0.06302468751268187,0.18432573370977376,0.22222222222222224,0.0930232558139535,0.17777777777777778,"['command', 'statement', 'statement', 'statement', 'yes_no_question']"
1598,Could you tell me how quiet the hotel is first?,21,It is said to be very quiet and very home like and you are able to get a good nights rest when you stay there.,110,4,hotel,review,The Ashley Hotel is very quiet according to most guests. Only one person complained about loud noises during their stay.,120,5,hotel,review,0.03790498156271684,0.10471664536606798,0.22222222222222224,0.04651162790697675,0.22222222222222224,"['yes_no_question', 'open_question_factual', 'statement', 'statement', 'command', 'open_question_factual', 'statement', 'statement', 'yes_no_question', 'statement', 'statement', 'open_question_opinion', 'opinion', 'statement', 'opinion', 'statement', 'statement', 'statement', 'command', 'open_question_factual', 'yes_no_question']"
1599,Is this considered a good value for my money?,17,There is a fee to use the spa. One guest felt the fees to stay at the Cambridge Belfry were higher than normal. Another felt that this place offered the best value for their budget.,181,3,hotel,review,"The Cambridge Belfry is considered to be a bit overpriced according to two guests, but one person said it was the best place for their limited budget.",150,4,hotel,review,0.04260631831685449,0.15969767568634508,0.48387096774193544,0.13333333333333333,0.2903225806451613,"['statement', 'opinion', 'opinion', 'statement', 'pos_answer', 'yes_no_question', 'command', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'command', 'statement', 'yes_no_question']"
1600,Does the room have a nice view?,19,"Yes, most the rooms here have really great views. Can I answer any more questions about this location?",102,4,hotel,review,"The Express by Holiday Inn Cambridge has a great view according to most guests, but one person did complain about noise.",120,3,hotel,review,0.024623373672221803,0.1193445857528321,0.25641025641025644,0.05405405405405405,0.20512820512820512,"['opinion', 'command', 'opinion', 'opinion', 'command', 'statement', 'statement', 'statement', 'complaint', 'statement', 'yes_no_question', 'command', 'command', 'nonsense', 'yes_no_question', 'statement', 'opinion', 'yes_no_question', 'yes_no_question']"
1601,Are the reviews for the beer good?,9,"Meze Bar does serve alcohol, including beer. There are many drink options. Some guests did note dissatisfaction with their beer.",128,5,restaurant,faq,"The reviews for the beer at the Meze Bar are mostly positive, with only a few customers saying they were disappointed. Would you like to know more about them?",158,6,restaurant,review,0.03173176885393888,0.13069665111748616,0.20408163265306123,0.0425531914893617,0.16326530612244897,"['statement', 'statement', 'statement', 'open_question_factual', 'statement', 'statement', 'command', 'statement', 'open_question_factual']"
1602,Is this the best value for what you get?,11,"While it's listed as cheap, not all guests were happy with the value. Would you like to book it or would you like to learn more?",128,3,hotel,review,The Cambridge Belfry is overpriced according to most guests. One person did say it was the best place for their limited budget.,127,4,hotel,review,0.019101797079866235,0.07254167027893245,0.16326530612244897,0.0,0.12244897959183673,"['opinion', 'open_question_opinion', 'opinion', 'command', 'statement', 'yes_no_question', 'statement', 'statement', 'statement', 'statement', 'open_question_opinion']"
1603,Do you know if they have spotless bathrooms?,7,Yes they do according to the reviews left by the previous guests.  The previous guests said the bathrooms were very clean.,122,2,hotel,review,The Allenbell has super clean and sanitary bathrooms. Would you like me to book a room for you?,95,2,hotel,review,0.024642063906154425,0.13104841787563368,0.20512820512820512,0.0,0.10256410256410256,"['statement', 'open_question_opinion', 'statement', 'opinion', 'open_question_opinion', 'opinion', 'yes_no_question']"
1604,Is that in a quiet area?,9,Acorn Guest House is extremely quiet and a great place to get away and relax. Do you have any other questions?,110,3,hotel,review,"Yes, the rooms at the Acorn Guest House are quiet. Past guests have said that they were not disturbed by any loud or disruptive patrons.",136,3,hotel,review,0.06143498010483918,0.20649257887702696,0.2608695652173913,0.0909090909090909,0.2608695652173913,"['opinion', 'opinion', 'opinion', 'opinion', 'command', 'statement', 'statement', 'command', 'yes_no_question']"
1605,Can you tell me if it's a quiet place?,5,"According to the reviews I have on hand for that location, the noise level there is conducive to conversation, peaceful, quiet, and there aren't problems with disruptive patrons.",178,3,hotel,review,"Yes, the Acorn Guest House is a quiet place to stay. Past guests have said that they were not disturbed by any loud or disruptive patrons.",138,3,hotel,review,0.06239457663690073,0.12700421313558186,0.29090909090909095,0.03773584905660378,0.18181818181818185,"['open_question_opinion', 'opinion', 'command', 'yes_no_question', 'yes_no_question']"
1606,Which one has a nice view?,13,Both the Varsity Restaurant and the Bloosmsbury Restaurant have good and bad views depending on where you're seated. Would you like me to make a reservation and ask that they reserve a table with a good view at either place?,224,12,restaurant,review,"The view at the Varsity Restaurant is generally considered to be mediocre, while that at the Bloomsbury Restaurant is seen as awesome and picturesque.",150,12,restaurant,review,0.044504070483687215,0.11725570185544651,0.30769230769230765,0.09523809523809523,0.1846153846153846,"['open_question_factual', 'statement', 'statement', 'statement', 'opinion', 'statement', 'command', 'statement', 'statement', 'opinion', 'opinion', 'opinion', 'open_question_opinion']"
1607,"Do you know if the Cambridge Belfry has a reputation for spotless rooms, and whether the housekeeping staff is very detail-oriented?",19,"On almost all occasions, the Cambridge Belfry maintains a reputation for spotless rooms, however at times the housekeeping staff makes mistakes.",144,3,hotel,review,"The Cambridge Belfry has clean rooms according to one guest, but another said there was not a spot anywhere.",108,1,hotel,review,0.04143853545239803,0.13282979666202296,0.25,0.10526315789473685,0.2,"['opinion', 'opinion', 'opinion', 'statement', 'open_question_factual', 'statement', 'open_question_opinion', 'statement', 'statement', 'command', 'statement', 'open_question_opinion', 'opinion', 'open_question_factual', 'statement', 'open_question_opinion', 'opinion', 'statement', 'command']"
